,Event.ID,daily.count,Event.Date,Source.Name,Source.Sectors,Source.Country,Event.Text,CAMEO.Code,Intensity,Target.Name,Target.Sectors,target.recode,Target.Country,Story.ID,Sentence.Number,Publisher,City,District,Province,Country,Latitude,Longitude
334135,20131469,32,6/18/13,Citizen (Brazil),"Social,General Population / Civilian / Social",Brazil,Demonstrate or rally,141,-6.5,Unspecified Actor,Unspecified,Unidentified/Unspecified,,27263322,3,Agencia EFE - Servi̤o em portugu̻s,Rio de Janeiro,Rio De Janeiro,Estado do Rio de Janeiro,Brazil,-22.9028,-43.2075
334708,20132126,32,6/18/13,Protester (Brazil),"Dissident,Protestors / Popular Opposition / Mobs",Brazil,Demonstrate or rally,141,-6.5,Unspecified Actor,Unspecified,Unidentified/Unspecified,,33685443,6,Le Monde,Sao Paulo,Sao Paulo,Estado de Sao Paulo,Brazil,-23.5475,-46.6361
342928,20149488,26,6/23/13,Citizen (Brazil),"Social,General Population / Civilian / Social",Brazil,Demonstrate or rally,141,-6.5,Unspecified Actor,Unspecified,Unidentified/Unspecified,,27241305,1,China Daily,,,,Brazil,-15.8307,-47.6127
342929,20149489,26,6/23/13,Protester (Brazil),"Dissident,Protestors / Popular Opposition / Mobs",Brazil,Demonstrate or rally,141,-6.5,Unspecified Actor,Unspecified,Unidentified/Unspecified,,27241305,2,China Daily,,,,Brazil,-15.8307,-47.6127
342949,20149509,26,6/23/13,Protester (Brazil),"Dissident,Protestors / Popular Opposition / Mobs",Brazil,Demonstrate or rally,141,-6.5,Unspecified Actor,Unspecified,Unidentified/Unspecified,,27241517,3,Agencia EFE - Servi̤o em portugu̻s,Leblon,Aquidauana,Estado de Mato Grosso do Sul,Brazil,-19.9833,-56.0167
342950,20149510,26,6/23/13,Citizen (Brazil),"Social,General Population / Civilian / Social",Brazil,Demonstrate or rally,141,-6.5,Unspecified Actor,Unspecified,Unidentified/Unspecified,,27241517,6,Agencia EFE - Servi̤o em portugu̻s,Rio de Janeiro,Rio De Janeiro,Estado do Rio de Janeiro,Brazil,-22.9028,-43.2075
343029,20149605,26,6/23/13,Citizen (Brazil),"Social,General Population / Civilian / Social",Brazil,Demonstrate or rally,141,-6.5,Unspecified Actor,Unspecified,Unidentified/Unspecified,,27241855,4,Associated Press Newswires,Copacabana,Barao De Melgaco,Estado de Mato Grosso,Brazil,-16.8,-55.8667
343030,20149606,26,6/23/13,Citizen (Brazil),"Social,General Population / Civilian / Social",Brazil,Demonstrate or rally,141,-6.5,Unspecified Actor,Unspecified,Unidentified/Unspecified,,27241855,6,Associated Press Newswires,Copacabana,Barao De Melgaco,Estado de Mato Grosso,Brazil,-16.8,-55.8667
343075,20149658,26,6/23/13,Citizen (Brazil),"Social,General Population / Civilian / Social",Brazil,Demonstrate or rally,141,-6.5,Unspecified Actor,Unspecified,Unidentified/Unspecified,,27241915,6,ANSA - Spanish Service (BASP),Amapa,Sao Miguel Do Tapuio,Estado do Piaui,Brazil,-5.66667,-41.7167
343087,20149671,26,6/23/13,Citizen (Brazil),"Social,General Population / Civilian / Social",Brazil,Demonstrate or rally,141,-6.5,Unspecified Actor,Unspecified,Unidentified/Unspecified,,27241949,6,Agence France-Presse,Copacabana,Barao De Melgaco,Estado de Mato Grosso,Brazil,-16.8,-55.8667
343230,20149833,26,6/23/13,Protester (Brazil),"Dissident,Protestors / Popular Opposition / Mobs",Brazil,Demonstrate or rally,141,-6.5,Unspecified Actor,Unspecified,Unidentified/Unspecified,,27242172,3,Agence France-Presse,Fortaleza,Fortaleza,Estado do Ceara,Brazil,-3.71722,-38.5431
343397,20150020,26,6/23/13,Protester (Brazil),"Dissident,Protestors / Popular Opposition / Mobs",Brazil,Demonstrate or rally,141,-6.5,Unspecified Actor,Unspecified,Unidentified/Unspecified,,27242545,3,AAP Bulletins,,,,Brazil,-15.8307,-47.6127
343620,20150251,26,6/23/13,Citizen (Brazil),"Social,General Population / Civilian / Social",Brazil,Demonstrate or rally,141,-6.5,Unspecified Actor,Unspecified,Unidentified/Unspecified,,27242937,5,O Estado de Ṣo Paulo,Sao Paulo,Sao Paulo,Estado de Sao Paulo,Brazil,-23.5475,-46.6361
343621,20150252,26,6/23/13,Citizen (Brazil),"Social,General Population / Civilian / Social",Brazil,Demonstrate or rally,141,-6.5,Unspecified Actor,Unspecified,Unidentified/Unspecified,,27242941,3,O Estado de Ṣo Paulo,Sao Paulo,Sao Paulo,Estado de Sao Paulo,Brazil,-23.5475,-46.6361
343686,20150322,26,6/23/13,Protester (Brazil),"Dissident,Protestors / Popular Opposition / Mobs",Brazil,Demonstrate or rally,141,-6.5,Unspecified Actor,Unspecified,Unidentified/Unspecified,,27243065,1,The Toronto Star,Sao Paulo,Sao Paulo,Estado de Sao Paulo,Brazil,-23.5475,-46.6361
343687,20150323,26,6/23/13,Protester (Brazil),"Dissident,Protestors / Popular Opposition / Mobs",Brazil,Demonstrate or rally,141,-6.5,Unspecified Actor,Unspecified,Unidentified/Unspecified,,27243065,2,The Toronto Star,Sao Paulo,Sao Paulo,Estado de Sao Paulo,Brazil,-23.5475,-46.6361
343716,20150349,26,6/23/13,Citizen (Brazil),"Social,General Population / Civilian / Social",Brazil,Demonstrate or rally,141,-6.5,Unspecified Actor,Unspecified,Unidentified/Unspecified,,27243109,6,Folha de Ṣo Paulo,Paulista,Paulista,Estado de Pernambuco,Brazil,-7.94083,-34.8731
343717,20150350,26,6/23/13,Citizen (Brazil),"Social,General Population / Civilian / Social",Brazil,Demonstrate or rally,141,-6.5,Unspecified Actor,Unspecified,Unidentified/Unspecified,,27243111,1,Folha de Ṣo Paulo,,,,Brazil,-15.8307,-47.6127
343720,20150353,26,6/23/13,Protester (Brazil),"Dissident,Protestors / Popular Opposition / Mobs",Brazil,"Protest violently, riot",145,-7.5,Unspecified Actor,Unspecified,Unidentified/Unspecified,,27243150,4,Folha de Ṣo Paulo,Brasilia,Brasilia,Distrito Federal,Brazil,-15.7797,-47.9297
343791,20150428,26,6/23/13,Citizen (Brazil),"Social,General Population / Civilian / Social",Brazil,Demonstrate or rally,141,-6.5,Unspecified Actor,Unspecified,Unidentified/Unspecified,,27243279,2,The New York Times,Sao Paulo,Sao Paulo,Estado de Sao Paulo,Brazil,-23.5475,-46.6361
343792,20150429,26,6/23/13,Citizen (Brazil),"Social,General Population / Civilian / Social",Brazil,Demonstrate or rally,141,-6.5,Unspecified Actor,Unspecified,Unidentified/Unspecified,,27243279,4,The New York Times,Rio Branco,Floriano,Estado do Piaui,Brazil,-6.95,-42.9
343815,20150453,26,6/23/13,S̩rgio de Oliveira Cabral Santos Filho,"Provincial,Ideological,Local,(National) Major Party,Parties,Government,Centrist",Brazil,Demonstrate or rally,141,-6.5,Unspecified Actor,Unspecified,Unidentified/Unspecified,,27243314,6,O Globo,Leblon,Aquidauana,Estado de Mato Grosso do Sul,Brazil,-19.9833,-56.0167
343816,20150454,26,6/23/13,Citizen (Brazil),"Social,General Population / Civilian / Social",Brazil,Demonstrate or rally,141,-6.5,Unspecified Actor,Unspecified,Unidentified/Unspecified,,27243329,2,O Globo,,,,Brazil,-15.8307,-47.6127
343818,20150455,26,6/23/13,Protester (Brazil),"Dissident,Protestors / Popular Opposition / Mobs",Brazil,"Protest violently, riot",145,-7.5,Unspecified Actor,Unspecified,Unidentified/Unspecified,,27243331,2,O Globo,,,,Brazil,-15.8307,-47.6127
343819,20150457,26,6/23/13,Citizen (Brazil),"Social,General Population / Civilian / Social",Brazil,Demonstrate or rally,141,-6.5,Unspecified Actor,Unspecified,Unidentified/Unspecified,,27243333,3,O Globo,Brasilia,Brasilia,Distrito Federal,Brazil,-15.7797,-47.9297
343820,20150458,26,6/23/13,Protester (Brazil),"Dissident,Protestors / Popular Opposition / Mobs",Brazil,Demonstrate or rally,141,-6.5,Unspecified Actor,Unspecified,Unidentified/Unspecified,,27243335,3,O Globo,Sao Paulo,Sao Paulo,Estado de Sao Paulo,Brazil,-23.5475,-46.6361
344132,20150789,26,6/23/13,Protester (Brazil),"Dissident,Protestors / Popular Opposition / Mobs",Brazil,Demonstrate or rally,141,-6.5,Unspecified Actor,Unspecified,Unidentified/Unspecified,,27244390,5,New Zealand Herald,,,,Brazil,-15.8307,-47.6127
344166,20151189,26,6/23/13,Protester (Brazil),"Dissident,Protestors / Popular Opposition / Mobs",Brazil,Demonstrate or rally,141,-6.5,Unspecified Actor,Unspecified,Unidentified/Unspecified,,27312245,3,La Nacion,Rio de Janeiro,Rio De Janeiro,Estado do Rio de Janeiro,Brazil,-22.9028,-43.2075
402244,20262743,23,7/22/13,Pope Francis,"National Religious,Social,International Religious,Government,Catholic",Holy See,Make a visit,42,1.9,Brazil,,NA,Brazil,27430145,1,Agence France-Presse,Rio de Janeiro,Rio De Janeiro,Estado do Rio de Janeiro,Brazil,-22.9028,-43.2075
402293,20262793,23,7/22/13,Cristina Fern��ndez de Kirchner,"Ideological,Parties,Executive Office,(National) Major Party,Government,Executive,Far Left,Nationalist",Argentina,Make a visit,42,1.9,Brazil,,NA,Brazil,27430224,1,Agencia Diarios y Noticias,Rio de Janeiro,Rio De Janeiro,Estado do Rio de Janeiro,Brazil,-22.9028,-43.2075
402432,20262943,23,7/22/13,Holy See (Vatican City State),,Holy See,Express intent to meet or negotiate,36,4,Brazil,,NA,Brazil,27430512,6,Agencia Diarios y Noticias,Rio de Janeiro,Rio De Janeiro,Estado do Rio de Janeiro,Brazil,-22.9028,-43.2075
402653,20263168,23,7/22/13,Brazil,,Brazil,Host a visit,43,2.8,Holy See (Vatican City State),,NA,Holy See,27430830,5,Mural,Rio de Janeiro,Rio De Janeiro,Estado do Rio de Janeiro,Brazil,-22.9028,-43.2075
402654,20263167,23,7/22/13,Holy See (Vatican City State),,Holy See,Make a visit,42,1.9,Brazil,,NA,Brazil,27430830,5,Mural,Rio de Janeiro,Rio De Janeiro,Estado do Rio de Janeiro,Brazil,-22.9028,-43.2075
402684,20263201,23,7/22/13,Brazil,,Brazil,Host a visit,43,2.8,Holy See (Vatican City State),,NA,Holy See,27430886,5,Reforma,Rio de Janeiro,Rio De Janeiro,Estado do Rio de Janeiro,Brazil,-22.9028,-43.2075
402685,20263200,23,7/22/13,Holy See (Vatican City State),,Holy See,Make a visit,42,1.9,Brazil,,NA,Brazil,27430886,5,Reforma,Rio de Janeiro,Rio De Janeiro,Estado do Rio de Janeiro,Brazil,-22.9028,-43.2075
402707,20263225,23,7/22/13,Brazil,,Brazil,Host a visit,43,2.8,Holy See (Vatican City State),,NA,Holy See,27430946,5,El Norte,Rio de Janeiro,Rio De Janeiro,Estado do Rio de Janeiro,Brazil,-22.9028,-43.2075
402708,20263224,23,7/22/13,Holy See (Vatican City State),,Holy See,Make a visit,42,1.9,Brazil,,NA,Brazil,27430946,5,El Norte,Rio de Janeiro,Rio De Janeiro,Estado do Rio de Janeiro,Brazil,-22.9028,-43.2075
402841,20263378,23,7/22/13,Brazil,,Brazil,Host a visit,43,2.8,Holy See (Vatican City State),,NA,Holy See,27431260,1,O Estado de Ṣo Paulo,,,,Brazil,-15.8307,-47.6127
402842,20263377,23,7/22/13,Holy See (Vatican City State),,Holy See,Make a visit,42,1.9,Brazil,,NA,Brazil,27431260,1,O Estado de Ṣo Paulo,,,,Brazil,-15.8307,-47.6127
404158,20266633,23,7/22/13,Pope Francis,"National Religious,Social,International Religious,Government,Catholic",Holy See,Make an appeal or request,20,3,Brazil,,NA,Brazil,27503942,5,Agence France-Presse,Rio de Janeiro,Rio De Janeiro,Estado do Rio de Janeiro,Brazil,-22.9028,-43.2075
404197,20266699,23,7/22/13,Military Personnel - Special (Brazil),"Military,Government",Brazil,Mobilize or increase armed forces,154,-7.2,Brazil,,NA,Brazil,27504218,6,Agencia EFE - Servi̤o em portugu̻s,Aparecida,Sao Luis Do Piaui,Estado do Piaui,Brazil,-6.83333,-41.3333
404202,20266713,23,7/22/13,Latin America,,,Host a visit,43,2.8,Holy See (Vatican City State),,NA,Holy See,27504239,1,Agence France-Presse,Rio de Janeiro,Rio De Janeiro,Estado do Rio de Janeiro,Brazil,-22.9028,-43.2075
404203,20266712,23,7/22/13,Holy See (Vatican City State),,Holy See,Make a visit,42,1.9,Latin America,,NA,,27504239,1,Agence France-Presse,Rio de Janeiro,Rio De Janeiro,Estado do Rio de Janeiro,Brazil,-22.9028,-43.2075
404211,20266722,23,7/22/13,Brazil,,Brazil,Host a visit,43,2.8,Holy See (Vatican City State),,NA,Holy See,27504264,4,Dow Jones News Service,Rio de Janeiro,Rio De Janeiro,Estado do Rio de Janeiro,Brazil,-22.9028,-43.2075
404212,20266721,23,7/22/13,Holy See (Vatican City State),,Holy See,Make a visit,42,1.9,Brazil,,NA,Brazil,27504264,4,Dow Jones News Service,Rio de Janeiro,Rio De Janeiro,Estado do Rio de Janeiro,Brazil,-22.9028,-43.2075
404214,20266727,23,7/22/13,Pope Francis,"National Religious,Social,International Religious,Government,Catholic",Holy See,Make a visit,42,1.9,Brazil,,NA,Brazil,27504280,5,Reuters News,Rio de Janeiro,Rio De Janeiro,Estado do Rio de Janeiro,Brazil,-22.9028,-43.2075
404218,20266731,23,7/22/13,Pope Francis,"National Religious,Social,International Religious,Government,Catholic",Holy See,Make a visit,42,1.9,Brazil,,NA,Brazil,27504283,2,Agencia EFE - Servi̤o em portugu̻s,Rio de Janeiro,Rio De Janeiro,Estado do Rio de Janeiro,Brazil,-22.9028,-43.2075
404274,20266837,23,7/22/13,Pope Francis,"National Religious,Social,International Religious,Government,Catholic",Holy See,Make a visit,42,1.9,Brazil,,NA,Brazil,27504495,1,El Mercurio,,,,Brazil,-15.8307,-47.6127
404306,20266881,23,7/22/13,Pope Francis,"National Religious,Social,International Religious,Government,Catholic",Holy See,Make a visit,42,1.9,Brazil,,NA,Brazil,27504575,1,Reuters News,Rio de Janeiro,Rio De Janeiro,Estado do Rio de Janeiro,Brazil,-22.9028,-43.2075
404320,20266901,23,7/22/13,Dilma Rousseff,"Executive Office,Parties,Far Left,(National) Major Party,Executive,Ideological,Elite,Government",Brazil,Host a visit,43,2.8,Holy See (Vatican City State),,NA,Holy See,27504611,3,Agence France-Presse,Rio de Janeiro,Rio De Janeiro,Estado do Rio de Janeiro,Brazil,-22.9028,-43.2075
404324,20266904,23,7/22/13,Pope Francis,"National Religious,Social,International Religious,Government,Catholic",Holy See,Make a visit,42,1.9,Brazil,,NA,Brazil,27504613,1,Agence France-Presse,Rio de Janeiro,Rio De Janeiro,Estado do Rio de Janeiro,Brazil,-22.9028,-43.2075
479298,20414875,23,8/30/13,India,,India,Express intent to meet or negotiate,36,4,Brazil,,NA,Brazil,27730397,2,Agencia EFE - Servi̤o em portugu̻s,Sao Paulo,Sao Paulo,Estado de Sao Paulo,Brazil,-23.5475,-46.6361
479299,20414884,23,8/30/13,India,,India,Express intent to meet or negotiate,36,4,China,,NA,China,27730397,2,Agencia EFE - Servi̤o em portugu̻s,Sao Paulo,Sao Paulo,Estado de Sao Paulo,Brazil,-23.5475,-46.6361
479300,20414871,23,8/30/13,India,,India,Express intent to meet or negotiate,36,4,Russia,,NA,Russian Federation,27730397,2,Agencia EFE - Servi̤o em portugu̻s,Sao Paulo,Sao Paulo,Estado de Sao Paulo,Brazil,-23.5475,-46.6361
479301,20414888,23,8/30/13,India,,India,Express intent to meet or negotiate,36,4,South Africa,,NA,South Africa,27730397,2,Agencia EFE - Servi̤o em portugu̻s,Sao Paulo,Sao Paulo,Estado de Sao Paulo,Brazil,-23.5475,-46.6361
479302,20414879,23,8/30/13,Brazil,,Brazil,Express intent to meet or negotiate,36,4,India,,NA,India,27730397,2,Agencia EFE - Servi̤o em portugu̻s,Sao Paulo,Sao Paulo,Estado de Sao Paulo,Brazil,-23.5475,-46.6361
479303,20414883,23,8/30/13,Brazil,,Brazil,Express intent to meet or negotiate,36,4,China,,NA,China,27730397,2,Agencia EFE - Servi̤o em portugu̻s,Sao Paulo,Sao Paulo,Estado de Sao Paulo,Brazil,-23.5475,-46.6361
479304,20414870,23,8/30/13,Brazil,,Brazil,Express intent to meet or negotiate,36,4,Russia,,NA,Russian Federation,27730397,2,Agencia EFE - Servi̤o em portugu̻s,Sao Paulo,Sao Paulo,Estado de Sao Paulo,Brazil,-23.5475,-46.6361
479305,20414887,23,8/30/13,Brazil,,Brazil,Express intent to meet or negotiate,36,4,South Africa,,NA,South Africa,27730397,2,Agencia EFE - Servi̤o em portugu̻s,Sao Paulo,Sao Paulo,Estado de Sao Paulo,Brazil,-23.5475,-46.6361
479306,20414880,23,8/30/13,China,,China,Express intent to meet or negotiate,36,4,India,,NA,India,27730397,2,Agencia EFE - Servi̤o em portugu̻s,Sao Paulo,Sao Paulo,Estado de Sao Paulo,Brazil,-23.5475,-46.6361
479307,20414876,23,8/30/13,China,,China,Express intent to meet or negotiate,36,4,Brazil,,NA,Brazil,27730397,2,Agencia EFE - Servi̤o em portugu̻s,Sao Paulo,Sao Paulo,Estado de Sao Paulo,Brazil,-23.5475,-46.6361
479308,20414872,23,8/30/13,China,,China,Express intent to meet or negotiate,36,4,Russia,,NA,Russian Federation,27730397,2,Agencia EFE - Servi̤o em portugu̻s,Sao Paulo,Sao Paulo,Estado de Sao Paulo,Brazil,-23.5475,-46.6361
479309,20414889,23,8/30/13,China,,China,Express intent to meet or negotiate,36,4,South Africa,,NA,South Africa,27730397,2,Agencia EFE - Servi̤o em portugu̻s,Sao Paulo,Sao Paulo,Estado de Sao Paulo,Brazil,-23.5475,-46.6361
479310,20414878,23,8/30/13,Russia,,Russian Federation,Express intent to meet or negotiate,36,4,India,,NA,India,27730397,2,Agencia EFE - Servi̤o em portugu̻s,Sao Paulo,Sao Paulo,Estado de Sao Paulo,Brazil,-23.5475,-46.6361
479311,20414874,23,8/30/13,Russia,,Russian Federation,Express intent to meet or negotiate,36,4,Brazil,,NA,Brazil,27730397,2,Agencia EFE - Servi̤o em portugu̻s,Sao Paulo,Sao Paulo,Estado de Sao Paulo,Brazil,-23.5475,-46.6361
479312,20414882,23,8/30/13,Russia,,Russian Federation,Express intent to meet or negotiate,36,4,China,,NA,China,27730397,2,Agencia EFE - Servi̤o em portugu̻s,Sao Paulo,Sao Paulo,Estado de Sao Paulo,Brazil,-23.5475,-46.6361
479313,20414886,23,8/30/13,Russia,,Russian Federation,Express intent to meet or negotiate,36,4,South Africa,,NA,South Africa,27730397,2,Agencia EFE - Servi̤o em portugu̻s,Sao Paulo,Sao Paulo,Estado de Sao Paulo,Brazil,-23.5475,-46.6361
479314,20414881,23,8/30/13,South Africa,,South Africa,Express intent to meet or negotiate,36,4,India,,NA,India,27730397,2,Agencia EFE - Servi̤o em portugu̻s,Sao Paulo,Sao Paulo,Estado de Sao Paulo,Brazil,-23.5475,-46.6361
479315,20414877,23,8/30/13,South Africa,,South Africa,Express intent to meet or negotiate,36,4,Brazil,,NA,Brazil,27730397,2,Agencia EFE - Servi̤o em portugu̻s,Sao Paulo,Sao Paulo,Estado de Sao Paulo,Brazil,-23.5475,-46.6361
479316,20414885,23,8/30/13,South Africa,,South Africa,Express intent to meet or negotiate,36,4,China,,NA,China,27730397,2,Agencia EFE - Servi̤o em portugu̻s,Sao Paulo,Sao Paulo,Estado de Sao Paulo,Brazil,-23.5475,-46.6361
479317,20414873,23,8/30/13,South Africa,,South Africa,Express intent to meet or negotiate,36,4,Russia,,NA,Russian Federation,27730397,2,Agencia EFE - Servi̤o em portugu̻s,Sao Paulo,Sao Paulo,Estado de Sao Paulo,Brazil,-23.5475,-46.6361
479491,20415143,23,8/30/13,Bathabile Dlamini,"Government,Executive,Cabinet,Women / Children / Social / Welfare / Development / Religion Ministry",South Africa,Make a visit,42,1.9,Brazil,,NA,Brazil,27730978,2,SAPA (South African Press Association),,,,Brazil,-15.8307,-47.6127
479493,20415144,23,8/30/13,Bathabile Dlamini,"Government,Executive,Cabinet,Women / Children / Social / Welfare / Development / Religion Ministry",South Africa,Make a visit,42,1.9,Brazil,,NA,Brazil,27730978,3,SAPA (South African Press Association),,,,Brazil,-15.8307,-47.6127
479948,20415698,23,8/30/13,Military (Brazil),"Government,Military",Brazil,Sign formal agreement,57,8,Latin America,,NA,,27732005,1,Investimentos e Not�_cias (Real Time),Sao Paulo,Sao Paulo,Estado de Sao Paulo,Brazil,-23.5475,-46.6361
94535,19737510,22,2/20/13,Dmitry Anatolyevich Medvedev,"Orthodox,Executive Office,International Religious,Executive,Elite,Government",Russian Federation,Make a visit,42,1.9,Brazil,,NA,Brazil,26449218,2,Interfax News Service,Brasilia,Brasilia,Distrito Federal,Brazil,-15.7797,-47.9297
94637,19737653,22,2/20/13,Brazil,,Brazil,Sign formal agreement,57,8,Russia,,NA,Russian Federation,26452342,2,Agencia EFE - Servi̤o em portugu̻s,Brasilia,Brasilia,Distrito Federal,Brazil,-15.7797,-47.9297
94638,19737654,22,2/20/13,Russia,,Russian Federation,Sign formal agreement,57,8,Brazil,,NA,Brazil,26452342,2,Agencia EFE - Servi̤o em portugu̻s,Brasilia,Brasilia,Distrito Federal,Brazil,-15.7797,-47.9297
94663,19737693,22,2/20/13,Brazil,,Brazil,Sign formal agreement,57,8,Russia,,NA,Russian Federation,26452462,2,Agencia EFE - Servi̤o em portugu̻s,Brasilia,Brasilia,Distrito Federal,Brazil,-15.7797,-47.9297
94664,19737694,22,2/20/13,Russia,,Russian Federation,Sign formal agreement,57,8,Brazil,,NA,Brazil,26452462,2,Agencia EFE - Servi̤o em portugu̻s,Brasilia,Brasilia,Distrito Federal,Brazil,-15.7797,-47.9297
94709,19737753,22,2/20/13,Yoani S��nchez,"Social,Online News,News,Print News,Media,Dissident,Protestors / Popular Opposition / Mobs",Cuba,Make a visit,42,1.9,Brazil,,NA,Brazil,26452525,4,Reuters News,Brasilia,Brasilia,Distrito Federal,Brazil,-15.7797,-47.9297
94711,19737751,22,2/20/13,Yoani S��nchez,"Social,Online News,News,Print News,Media,Dissident,Protestors / Popular Opposition / Mobs",Cuba,Express intent to meet or negotiate,36,4,Brazil,,NA,Brazil,26452525,5,Reuters News,Brasilia,Brasilia,Distrito Federal,Brazil,-15.7797,-47.9297
94753,19737831,22,2/20/13,Brazil,,Brazil,Sign formal agreement,57,8,Russia,,NA,Russian Federation,26452704,1,BBC Monitoring Former Soviet Union,,,,Brazil,-15.8307,-47.6127
94754,19737830,22,2/20/13,Russia,,Russian Federation,Sign formal agreement,57,8,Brazil,,NA,Brazil,26452704,1,BBC Monitoring Former Soviet Union,,,,Brazil,-15.8307,-47.6127
94756,19737829,22,2/20/13,Dmitry Anatolyevich Medvedev,"Orthodox,Executive Office,International Religious,Executive,Elite,Government",Russian Federation,Make a visit,42,1.9,Brazil,,NA,Brazil,26452704,2,BBC Monitoring Former Soviet Union,,,,Brazil,-15.8307,-47.6127
94774,19737853,22,2/20/13,Yoani S��nchez,"Social,Online News,News,Print News,Media,Dissident,Protestors / Popular Opposition / Mobs",Cuba,Make a visit,42,1.9,Brazil,,NA,Brazil,26452740,5,Agence France-Presse,Recife,Recife,Estado de Pernambuco,Brazil,-8.05389,-34.8811
94776,19737855,22,2/20/13,Yoani S��nchez,"Social,Online News,News,Print News,Media,Dissident,Protestors / Popular Opposition / Mobs",Cuba,Make a visit,42,1.9,Brazil,,NA,Brazil,26452742,5,Agence France-Presse,Recife,Recife,Estado de Pernambuco,Brazil,-8.05389,-34.8811
94808,19737891,22,2/20/13,Brazil,,Brazil,Express intent to meet or negotiate,36,4,Russia,,NA,Russian Federation,26452889,1,Agence France-Presse,,,,Brazil,-15.8307,-47.6127
94980,19738121,22,2/20/13,Head of Government (Russia),"Executive Office,Executive,Government",Russian Federation,Make a visit,42,1.9,Brazil,,NA,Brazil,26453262,3,Agencia EFE - Servi̤o em portugu̻s,Planalto,Crissiumal,Estado do Rio Grande do Sul,Brazil,-27.45,-54.1825
95247,19738419,22,2/20/13,Dmitry Anatolyevich Medvedev,"Orthodox,Executive Office,International Religious,Executive,Elite,Government",Russian Federation,Make a visit,42,1.9,Brazil,,NA,Brazil,26453807,1,ITAR Tass,Brasilia,Brasilia,Distrito Federal,Brazil,-15.7797,-47.9297
95647,19738845,22,2/20/13,Yoani S��nchez,"Social,Online News,News,Print News,Media,Dissident,Protestors / Popular Opposition / Mobs",Cuba,Make a visit,42,1.9,Brazil,,NA,Brazil,26454689,5,La Nacion,Rio de Janeiro,Rio De Janeiro,Estado do Rio de Janeiro,Brazil,-22.9028,-43.2075
95678,19738881,22,2/20/13,Yoani S��nchez,"Social,Online News,News,Print News,Media,Dissident,Protestors / Popular Opposition / Mobs",Cuba,Express intent to meet or negotiate,36,4,Brazil,,NA,Brazil,26454790,1,O Estado de Ṣo Paulo,Feira de Santana,Feira De Santana,Estado da Bahia,Brazil,-12.2667,-38.9667
95679,19738882,22,2/20/13,Yoani S��nchez,"Social,Online News,News,Print News,Media,Dissident,Protestors / Popular Opposition / Mobs",Cuba,Express intent to meet or negotiate,36,4,Brazil,,NA,Brazil,26454792,1,O Estado de Ṣo Paulo,Feira de Santana,Feira De Santana,Estado da Bahia,Brazil,-12.2667,-38.9667
96063,19744071,22,2/20/13,Party Member (Angola),Parties,Angola,Make a visit,42,1.9,Brazil,,NA,Brazil,26455547,3,All Africa,,,,Brazil,-15.8307,-47.6127
96308,19744338,22,2/20/13,Dmitry Anatolyevich Medvedev,"Orthodox,Executive Office,International Religious,Executive,Elite,Government",Russian Federation,Make a visit,42,1.9,Brazil,,NA,Brazil,26456053,1,RIA Novosti,Brasilia,Brasilia,Distrito Federal,Brazil,-15.7797,-47.9297
96312,19744340,22,2/20/13,Dmitry Anatolyevich Medvedev,"Orthodox,Executive Office,International Religious,Executive,Elite,Government",Russian Federation,Make a visit,42,1.9,Brazil,,NA,Brazil,26456053,2,RIA Novosti,Brasilia,Brasilia,Distrito Federal,Brazil,-15.7797,-47.9297
96314,19744336,22,2/20/13,Dmitry Anatolyevich Medvedev,"Orthodox,Executive Office,International Religious,Executive,Elite,Government",Russian Federation,Express intent to meet or negotiate,36,4,Cuba,,NA,Cuba,26456053,6,RIA Novosti,Brasilia,Brasilia,Distrito Federal,Brazil,-15.7797,-47.9297
339662,20143631,22,6/21/13,Citizen (Brazil),"Social,General Population / Civilian / Social",Brazil,Demonstrate or rally,141,-6.5,Unspecified Actor,Unspecified,Unidentified/Unspecified,,27245544,4,Xinhua News Agency,,,,Brazil,-15.8307,-47.6127
339681,20143653,22,6/21/13,Dilma Rousseff,"(National) Major Party,Parties,Elite,Far Left,Government,Executive,Ideological,Executive Office",Brazil,Demonstrate or rally,141,-6.5,Unspecified Actor,Unspecified,Unidentified/Unspecified,,27245593,2,Agencia EFE - Servi̤o em portugu̻s,Brasilia,Brasilia,Distrito Federal,Brazil,-15.7797,-47.9297
339691,20143663,22,6/21/13,Dilma Rousseff,"(National) Major Party,Parties,Elite,Far Left,Government,Executive,Ideological,Executive Office",Brazil,Demonstrate or rally,141,-6.5,Unspecified Actor,Unspecified,Unidentified/Unspecified,,27245651,2,Agencia EFE - Servi̤o em portugu̻s,Brasilia,Brasilia,Distrito Federal,Brazil,-15.7797,-47.9297
339723,20143709,22,6/21/13,Citizen (Brazil),"Social,General Population / Civilian / Social",Brazil,Demonstrate or rally,141,-6.5,Unspecified Actor,Unspecified,Unidentified/Unspecified,,27246237,5,AP Spanish Worldstream,Rio de Janeiro,Rio De Janeiro,Estado do Rio de Janeiro,Brazil,-22.9028,-43.2075
339737,20143728,22,6/21/13,Citizen (Brazil),"Social,General Population / Civilian / Social",Brazil,Demonstrate or rally,141,-6.5,Unspecified Actor,Unspecified,Unidentified/Unspecified,,27246305,5,O Globo,,Mirassol,Estado de Sao Paulo,Brazil,-20.8416,-49.5088
